id,name,Test-1+G,Test-1-G,Test-2+G,Test-2-G,Test-3+G,Test-3-G,control-1+G,control-1-G,control-2+G,control-2-G,control-3+G,control-3-G
ENSMUSG00000000001,Gnai3,47,0,13,0,0,0,16,18,0,0,0,0
ENSMUSG00000000003,Pbsn,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000028,Cdc45,14,0,0,2,0,19,0,5,0,0,6,0
ENSMUSG00000000031,H19,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000037,Scml2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000049,Apoh,0,0,0,0,0,0,0,0,0,0,21,0
ENSMUSG00000000056,Narf,19,0,0,0,43,0,0,0,0,0,0,0
ENSMUSG00000000058,Cav2,133,0,45,0,0,1677,61,371,0,110,908,0
ENSMUSG00000000078,Klf6,187,0,129,0,202,0,0,143,80,0,0,0
ENSMUSG00000000085,Scmh1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000088,Cox5a,316,0,93,0,23,8,0,395,0,2446,0,0
ENSMUSG00000000093,Tbx2,0,0,16,0,0,0,0,0,18,0,0,0
ENSMUSG00000000094,Tbx4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000103,Zfy2,4,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000000120,Ngfr,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000125,Wnt3,35,0,12,0,0,0,0,16,0,0,0,0
ENSMUSG00000000126,Wnt9a,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000000127,Fer,6,0,0,0,0,0,0,34,0,6,0,0
ENSMUSG00000000131,Xpo6,412,0,637,214,403,0,74,118,0,0,0,0
ENSMUSG00000000134,Tfe3,12,0,0,0,0,0,0,11,0,0,0,0
ENSMUSG00000000142,Axin2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000148,Brat1,78,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000149,Gna12,5,0,18,27,0,0,0,4,0,0,0,0
ENSMUSG00000000154,Slc22a18,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000000157,Itgb2l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000159,Igsf5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000167,Pih1d2,68,0,0,0,0,0,0,24,0,0,0,361
ENSMUSG00000000168,Dlat,16,0,14,0,0,0,0,39,0,0,0,0
ENSMUSG00000000171,Sdhd,0,0,0,0,0,0,0,7,35,0,0,0
ENSMUSG00000000182,Fgf23,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000183,Fgf6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000184,Ccnd2,300,3,290,20,23,20,1720,302,3387,0,0,36
ENSMUSG00000000194,Gpr107,52,12,79,255,0,0,2,38,2020,83,0,0
ENSMUSG00000000197,Nalcn,275,0,1064,901,15,44,23,1034,433,0,0,0
ENSMUSG00000000202,Btbd17,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000204,Slfn4,0,0,12,151,0,0,0,0,0,0,0,0
ENSMUSG00000000214,Th,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000215,Ins2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000216,Scnn1g,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000000223,Drp2,239,0,22,0,0,188,17,0,29,0,0,121
ENSMUSG00000000244,Tspan32,62,0,93,0,0,0,0,0,0,0,0,0
ENSMUSG00000000247,Lhx2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000248,Clec2g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000253,Gmpr,0,0,2,0,0,0,0,4,0,0,0,0
ENSMUSG00000000263,Glra1,2,0,37,0,4,0,0,39,0,0,0,20
ENSMUSG00000000266,Mid2,1,0,7,0,0,0,0,8,4,0,0,0
ENSMUSG00000000275,Trim25,4,0,0,0,0,0,0,13,0,0,0,0
ENSMUSG00000000276,Dgke,35,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000278,Scpep1,7,0,4,0,89,0,0,6,0,51,0,0
ENSMUSG00000000282,Mnt,239,0,0,0,0,0,0,0,0,0,0,12
ENSMUSG00000000290,Itgb2,7,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000000295,Hddc2,26,0,50,8,6,0,0,6,0,0,82,158
ENSMUSG00000000296,Tpd52l1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000301,Pemt,5,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000000303,Cdh1,7,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000000305,Cdh4,3,0,6,0,0,0,0,3,0,0,0,7
ENSMUSG00000000308,Ckmt1,575,99,268,0,0,0,0,174,8242,5,0,0
ENSMUSG00000000317,Bcl6b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000318,Clec10a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000320,Alox12,3,0,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000000325,Arvcf,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000000326,Comt,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000339,Rtca,11,0,53,0,0,0,0,8,0,0,0,0
ENSMUSG00000000340,Dbt,18,0,2,0,0,0,6,32,0,5,26,0
ENSMUSG00000000346,Dazap2,20,0,15,0,0,0,96,0,0,20,0,0
ENSMUSG00000000355,Mcts1,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000000359,Rem1,0,0,0,0,0,0,0,0,0,0,0,18
ENSMUSG00000000365,Rnf17,3,0,3,0,0,0,0,3,16,0,0,0
ENSMUSG00000000374,Trappc10,286,0,0,0,0,0,0,12,0,0,0,0
ENSMUSG00000000378,Ccm2,7,0,18,0,66,0,0,7,0,0,0,0
ENSMUSG00000000381,Wap,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000384,Tbrg4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000385,Tmprss2,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000000386,Mx1,4,0,8,0,0,0,0,4,0,0,0,0
ENSMUSG00000000392,Fap,7,202,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000000394,Gcg,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000399,Ndufa9,42,11,7,28,0,0,0,0,0,0,0,0
ENSMUSG00000000402,Egfl6,36,0,7,0,18,0,0,50,0,3,16,0
ENSMUSG00000000409,Lck,22,0,82,0,0,0,0,0,0,0,0,0
ENSMUSG00000000411,Tssk3,0,0,6,0,0,0,0,0,0,0,0,0
ENSMUSG00000000416,Cttnbp2,181,0,154,0,0,462,16,29,0,30,70,0
ENSMUSG00000000420,Galnt1,45,0,48,63,0,0,4,13,109,0,0,0
ENSMUSG00000000435,Myf5,0,0,0,12,0,0,0,0,0,0,0,0
ENSMUSG00000000439,Mkrn2,693,0,599,0,0,185,0,706,4,4,49,128
ENSMUSG00000000440,Pparg,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000441,Raf1,805,0,998,0,640,259,4,881,0,107,370,322
ENSMUSG00000000486,1-Sep,8,0,5,0,0,0,0,3,0,0,0,0
ENSMUSG00000000489,Pdgfb,0,0,8,0,4,0,0,0,0,59,0,0
ENSMUSG00000000530,Acvrl1,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000531,Grasp,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000532,Acvr1b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000538,Tom1l2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000544,Gpa33,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000000552,Zfp385a,2,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000000555,Itga5,82,0,178,0,0,0,0,61,80,0,0,0
ENSMUSG00000000560,Gabra2,33,3997,1183,9,967,5,22,1241,15,6,6197,0
ENSMUSG00000000561,Wdr77,6,0,20,4,0,0,0,30,0,0,0,0
ENSMUSG00000000562,Adora3,10,0,79,0,0,22,0,57,0,0,0,0
ENSMUSG00000000563,Atp5f1,25,0,24,8,0,0,4,2,101,0,0,0
ENSMUSG00000000567,Sox9,173,47,71,129,86,45,56,339,43,87,44,826
ENSMUSG00000000568,Hnrnpd,417,0,13,0,0,137,0,9,4,0,0,0
ENSMUSG00000000579,Dynlt1c,8,0,28,0,0,0,0,5,24,0,0,0
ENSMUSG00000000581,C1d,33,0,144,0,0,0,238,992,0,0,0,0
ENSMUSG00000000594,Gm2a,1600,0,3989,0,0,0,236,2095,0,0,0,0
ENSMUSG00000000600,Krit1,683,82,1266,0,92,0,263,1210,14,0,73,0
ENSMUSG00000000605,Clcn4,20,0,31,450,255,0,0,33,0,0,0,0
ENSMUSG00000000606,Vmn2r88,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000617,Grm6,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000627,Sema4f,58,0,0,0,0,0,0,7,0,0,0,0
ENSMUSG00000000628,Hk2,0,53,0,21,0,0,4,8,0,0,0,0
ENSMUSG00000000631,Myo18a,56,0,52,0,0,0,0,15,0,0,0,0
ENSMUSG00000000632,Sez6,12,0,0,0,0,0,11,4,0,0,0,0
ENSMUSG00000000673,Haao,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000682,Cd52,5,0,15,0,0,0,0,0,0,0,0,0
ENSMUSG00000000686,Abhd15,221,0,103,0,0,0,0,97,3878,0,0,1428
ENSMUSG00000000690,Hoxb6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000693,Loxl3,2,0,2,0,0,0,0,0,3,0,0,0
ENSMUSG00000000701,Tcl1b5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000706,Btn1a1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000708,Kat2b,57,0,56,43,0,0,39,5,0,63,5,0
ENSMUSG00000000711,Rab5b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000724,Cryba1,3,0,3,15,0,0,3,2,0,0,0,0
ENSMUSG00000000730,Dnmt3l,4,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000000731,Aire,9,0,29,0,0,0,0,9,47,0,0,0
ENSMUSG00000000732,Icosl,7,0,26,0,21,0,0,0,0,0,0,0
ENSMUSG00000000738,Spg7,5,0,21,5,0,0,0,0,0,0,146,0
ENSMUSG00000000739,Sult5a1,23,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000740,Rpl13,0,0,0,0,0,2,0,9,0,0,0,0
ENSMUSG00000000743,Chmp1a,0,0,0,0,0,0,0,10,0,0,0,0
ENSMUSG00000000751,Rpa1,0,0,2,0,0,0,5,1,0,0,0,0
ENSMUSG00000000753,Serpinf1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000759,Tubgcp3,4,0,10,0,0,0,0,36,0,0,0,0
ENSMUSG00000000766,Oprm1,169,0,40,66,0,0,10,41,294,0,172,23
ENSMUSG00000000776,Polr3d,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000782,Tcf7,72,0,0,45,4,0,0,101,0,26,0,0
ENSMUSG00000000787,Ddx3x,1806,480,1397,177,783,1165,863,2741,1599,751,273,249
ENSMUSG00000000791,Il12rb1,3,0,0,0,0,0,0,0,0,0,57,0
ENSMUSG00000000792,Slc5a5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000794,Kcnn3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000804,Usp32,1176,0,12,0,0,0,3486,545,11,0,7,0
ENSMUSG00000000805,Car4,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000000811,Txnrd3,55,0,16,0,0,0,6,32,0,0,0,0
ENSMUSG00000000817,Fasl,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000823,Zfp512b,190,0,10,0,0,0,0,0,0,0,0,0
ENSMUSG00000000826,Dnajc5,0,0,14,0,0,0,0,0,0,0,0,0
ENSMUSG00000000827,Tpd52l2,186,0,0,4,0,5,4,3,0,0,0,0
ENSMUSG00000000838,Fmr1,33,65,118,75,46,80,6,56,21,363,63,48
ENSMUSG00000000861,Bcl11a,12,0,0,20,0,0,0,4,0,0,0,0
ENSMUSG00000000869,Il4,17,0,8,0,0,0,0,7,0,1244,0,0
ENSMUSG00000000876,Pxmp4,8,0,24,0,0,0,0,0,0,0,0,0
ENSMUSG00000000881,Dlg3,25,0,24,0,0,0,13,4,26,0,0,0
ENSMUSG00000000884,Gnb1l,58,0,45,0,0,0,0,0,0,0,0,0
ENSMUSG00000000889,Dbh,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000901,Mmp11,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000902,Smarcb1,16,0,0,0,0,0,0,0,12,0,0,0
ENSMUSG00000000903,Vpreb3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000915,Hip1r,3,0,9,0,0,0,0,2,0,0,5,0
ENSMUSG00000000916,Nsun5,4,0,17,0,0,0,0,0,0,0,0,82
ENSMUSG00000000934,Top1mt,4,0,3,0,0,0,0,6,0,0,0,0
ENSMUSG00000000938,Hoxa10,0,20,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000942,Hoxa4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000948,Gm38393,61,0,16,0,0,0,0,16,0,0,0,0
ENSMUSG00000000957,Mmp14,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000958,Slc7a7,13,0,9,8,0,0,0,0,0,0,0,0
ENSMUSG00000000959,Oxa1l,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000976,Heatr6,38,0,63,15,0,0,5,0,0,0,0,0
ENSMUSG00000000982,Ccl3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000983,Wfdc18,0,0,0,7,0,0,0,0,0,0,0,0
ENSMUSG00000001014,Icam4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001016,Ilf2,231,6,43,90,0,8,53,60,181,123,543,206
ENSMUSG00000001017,Chtop,236,0,736,0,0,0,0,1013,0,0,2282,235
ENSMUSG00000001018,Snapin,96,15,150,321,0,0,24,86,158,0,373,26
ENSMUSG00000001020,S100a4,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001021,S100a3,9,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000001023,S100a5,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000001025,S100a6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001027,Scn4a,0,0,12,0,0,0,0,0,0,0,0,0
ENSMUSG00000001029,Icam2,0,0,0,175,0,0,0,0,0,0,0,0
ENSMUSG00000001034,Mapk7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001036,Epn2,133,0,61,90,0,0,4,101,104,0,30,0
ENSMUSG00000001039,B9d1,3,0,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000001052,Sec24b,9,0,17,0,0,0,0,10,0,0,0,0
ENSMUSG00000001053,N4bp3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001054,Rmnd5b,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001056,Nhp2,3,0,4,0,0,0,0,9,0,0,0,0
ENSMUSG00000001062,Vps9d1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001065,Zfp276,0,0,0,89,0,0,0,0,24,0,0,0
ENSMUSG00000001076,C1ql4,0,0,12,0,0,0,0,0,0,0,0,0
ENSMUSG00000001082,Mfsd10,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001089,Luzp1,5,0,0,0,0,0,0,7,0,0,0,0
ENSMUSG00000001095,Slc13a2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001098,Kctd10,10,0,74,0,0,0,0,0,0,0,0,0
ENSMUSG00000001100,Poldip2,21,0,5,0,0,0,0,31,0,0,0,0
ENSMUSG00000001103,Sebox,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000001105,Ift20,206,0,39,0,11,0,74,466,0,0,0,0
ENSMUSG00000001119,Col6a1,0,0,0,8,0,0,0,17,0,0,0,0
ENSMUSG00000001120,Pcbp3,0,0,2,0,0,0,0,0,0,4,0,0
ENSMUSG00000001123,Lgals9,0,0,3,4,0,0,0,0,0,0,0,0
ENSMUSG00000001127,Araf,28,0,0,0,1847,0,0,43,0,0,10,0
ENSMUSG00000001128,Cfp,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001131,Timp1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001134,Uxt,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001138,Cnnm3,540,0,44,26,7475,150,971,319,2024,3,28,0
ENSMUSG00000001143,Lman2l,0,0,19,0,0,0,0,0,0,0,0,0
ENSMUSG00000001150,Mcm3ap,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000001151,Pcnt,226,0,13,3,0,0,0,137,0,339,0,0
ENSMUSG00000001155,Ftcd,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001156,Mxd1,30,28,15,0,214,0,0,62,0,0,0,0
ENSMUSG00000001157,Gmcl1,53,0,9,0,0,68,0,20,29,0,0,0
ENSMUSG00000001158,Snrnp27,103,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001166,Oas1c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001168,Oas1h,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001173,Ocrl,10,0,4,0,0,0,0,4,546,0,0,0
ENSMUSG00000001175,Calm1,92,0,11,0,0,56,252,22,16,40,170,0
ENSMUSG00000001211,Agpat3,23,0,0,0,0,0,8,0,22,0,0,0
ENSMUSG00000001225,Slc26a3,16,0,75,0,0,0,0,14,0,8,0,0
ENSMUSG00000001227,Sema6b,112,0,6,0,0,13,0,196,0,0,0,0
ENSMUSG00000001228,Uhrf1,340,0,9,0,0,0,53,63,0,422,0,0
ENSMUSG00000001229,Dpp9,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001240,Ramp2,9,0,16,0,0,0,0,8,0,0,0,0
ENSMUSG00000001247,Lsr,10,0,0,0,0,0,0,6,0,0,0,0
ENSMUSG00000001248,Gramd1a,0,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000001249,Hpn,16,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001260,Gabrg1,21,79,0,0,0,0,0,99,0,0,0,0
ENSMUSG00000001270,Ckb,25,0,16,0,29,0,11,19,0,0,57,0
ENSMUSG00000001280,Sp1,70,0,112,0,0,0,20,49,0,0,0,0
ENSMUSG00000001281,Itgb7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001285,Myg1,11,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000001288,Rarg,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000001289,Pfdn5,0,0,7,0,0,0,0,4,0,0,0,0
ENSMUSG00000001300,Efnb2,121,2,875,0,156,0,132,322,0,0,113,0
ENSMUSG00000001305,Rrp15,0,0,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000001313,Rnd2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001323,Srr,13,0,16,0,0,0,4,4,0,0,0,0
ENSMUSG00000001333,Sync,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001334,Fndc5,1879,5,1881,0,40906,2032,128,1374,0,0,0,0
ENSMUSG00000001348,Acp5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001349,Cnn1,11,0,22,0,0,0,0,0,0,0,0,0
ENSMUSG00000001366,Fbxo9,220,14,4,0,0,0,11,0,0,0,0,0
ENSMUSG00000001376,Vps50,0,10,0,23,0,0,0,0,9,0,0,0
ENSMUSG00000001380,Hars,50,0,56,0,0,0,0,4,0,0,0,0
ENSMUSG00000001383,Zmat2,1156,91,30,12,0,0,531,183,0,0,43,0
ENSMUSG00000001403,Ube2c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001415,Smg5,36,0,37,0,0,0,4,2,0,0,0,4
ENSMUSG00000001416,Cct3,35,0,32,0,0,0,0,56,0,0,0,131
ENSMUSG00000001418,Glmp,0,0,0,0,0,0,0,0,34,0,0,0
ENSMUSG00000001419,Mef2d,54,0,104,0,0,40,6,14,0,0,0,0
ENSMUSG00000001420,Tmem79,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001424,Snd1,80,14,102,14,6,7,38,86,598,111,16,14
ENSMUSG00000001435,Col18a1,3,0,19,0,0,0,0,0,0,0,0,0
ENSMUSG00000001436,Slc19a1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001440,Kpnb1,1112,42,462,32,26,67,1769,1161,4296,0,0,0
ENSMUSG00000001441,Npepps,22,0,22,0,0,0,9,118,0,0,0,0
ENSMUSG00000001444,Tbx21,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001445,Mrpl10,3,0,11,0,0,0,0,0,0,0,0,0
ENSMUSG00000001467,Cyp51,53,0,218,0,0,0,4,15,0,0,0,0
ENSMUSG00000001472,Tcf25,0,0,46,0,0,0,0,22,0,0,0,4
ENSMUSG00000001473,Tubb6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001482,Def8,11,0,29,0,0,0,0,21,552,0,0,0
ENSMUSG00000001493,Meox1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001494,Sost,4,0,11,0,0,0,0,3,0,0,24,0
ENSMUSG00000001496,Nkx2-1,0,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000001497,Pax9,32,47,3,0,568,0,190,7,0,0,0,0
ENSMUSG00000001504,Irx2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001506,Col1a1,5,0,30,0,36,0,0,5,115,10,0,12
ENSMUSG00000001507,Itga3,3,0,5,0,0,0,0,4,0,0,0,0
ENSMUSG00000001508,Sgca,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001510,Dlx3,0,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000001517,Foxm1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001518,Itfg2,592,0,23,0,0,0,0,38,0,0,0,11
ENSMUSG00000001520,Nrip2,135,0,17,0,0,0,0,0,0,0,132,0
ENSMUSG00000001521,Tulp3,102,0,51,0,0,0,0,345,0,0,0,0
ENSMUSG00000001524,Gtf2h4,115,0,120,0,0,0,0,119,25,0,420,0
ENSMUSG00000001525,Tubb5,549,0,610,0,0,0,2676,339,31,5,0,0
ENSMUSG00000001542,Ell2,1811,0,1652,0,0,0,32,1282,4,0,2,6
ENSMUSG00000001552,Jup,21,0,13,0,0,0,0,0,0,0,0,0
ENSMUSG00000001555,Fkbp10,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001558,Klhl10,10,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001566,Mnx1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001569,Nom1,22,0,0,365,0,0,0,8,0,0,0,0
ENSMUSG00000001576,Ergic1,0,21,0,0,0,0,0,66,0,0,0,0
ENSMUSG00000001583,Tnk1,14,0,11,0,0,0,0,0,0,0,0,0
ENSMUSG00000001588,Acap1,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001604,Tcea3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001622,Csn3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001627,Ifrd1,180,5,0,0,0,0,34,168,0,0,196,0
ENSMUSG00000001630,Stk38l,30,0,9,0,0,11,0,14,25,0,0,0
ENSMUSG00000001632,Brpf1,4,0,0,0,0,0,0,0,0,0,0,32
ENSMUSG00000001642,Akr1b3,9,0,97,0,0,0,0,13,0,0,0,0
ENSMUSG00000001655,Hoxc13,50,0,10,0,0,0,0,27,0,0,0,0
ENSMUSG00000001656,Hoxc11,0,0,7,0,0,0,0,0,0,0,0,0
ENSMUSG00000001657,Hoxc8,6,218,5,0,0,215,0,6,0,0,0,0
ENSMUSG00000001661,Hoxc6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001663,Gstt1,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000001665,Gstt3,460,0,1673,0,0,0,0,0,0,0,0,0
ENSMUSG00000001666,Ddt,9,0,0,0,0,0,0,61,0,0,0,0
ENSMUSG00000001670,Tat,0,0,12,0,0,250,0,0,0,0,0,0
ENSMUSG00000001672,Marveld3,24,0,61,0,0,0,0,0,0,0,0,0
ENSMUSG00000001674,Ddx18,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000001687,Ubl3,251,0,12,0,0,0,0,75,0,0,0,0
ENSMUSG00000001700,Gramd3,0,0,0,0,0,0,0,0,0,0,0,23
ENSMUSG00000001707,Eef1e1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001729,Akt1,0,0,25,0,0,0,0,0,0,0,0,0
ENSMUSG00000001739,Cldn15,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001741,Il16,816,0,2950,0,0,0,16,46,0,680,0,22
ENSMUSG00000001750,Tcirg1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001751,Naglu,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001755,Ppat,0,0,37,0,0,0,0,0,0,0,0,0
ENSMUSG00000001761,Smo,6,0,0,8,0,0,0,4,0,0,0,5
ENSMUSG00000001763,Tspan33,16,0,37,0,0,0,0,18,0,0,0,0
ENSMUSG00000001767,Crnkl1,0,0,12,0,0,0,0,0,0,0,0,0
ENSMUSG00000001768,Rin2,7,161,309,0,6,0,0,1112,26,0,0,0
ENSMUSG00000001773,Folh1,0,0,3,0,88,0,0,0,0,0,0,0
ENSMUSG00000001774,Chordc1,472,0,592,49,829,0,1062,650,0,0,0,0
ENSMUSG00000001783,Rtcb,0,0,0,13,1312,0,0,0,0,0,0,0
ENSMUSG00000001785,Pwp1,0,0,3,13,0,0,29,17,0,0,0,0
ENSMUSG00000001786,Fbxo7,118,0,0,0,0,0,55,0,0,3,0,0
ENSMUSG00000001794,Capns1,31,0,8,0,77,0,0,6,176,0,0,0
ENSMUSG00000001802,Lrp3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001804,Dsg4,39,0,31,25,0,0,46,16,0,0,289,142
ENSMUSG00000001815,Evx2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001819,Hoxd13,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001823,Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001827,Folr1,11,0,0,0,0,0,0,0,0,0,430,0
ENSMUSG00000001829,Clpb,129,0,207,5,0,0,0,80,179,0,0,0
ENSMUSG00000001833,7-Sep,999,45,688,35,8,2,415,156,6,11059,1221,10
ENSMUSG00000001844,Zdhhc4,0,0,10,0,48,0,0,0,0,0,0,0
ENSMUSG00000001847,Rac1,392,48,488,0,52,63,915,150,118,0,0,0
ENSMUSG00000001855,Nup214,63,0,92,0,0,0,4,2,0,0,90,0
ENSMUSG00000001864,Aif1l,2257,0,54,0,0,0,2896,94,872,0,0,0
ENSMUSG00000001865,Cpa3,0,0,4,7,0,0,0,2,0,0,0,10
