GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.1.G.1,Test.2.G,Test.2.G.1,Test.3.G,Test.3.G.1,change,label
Abca1,43,3,3.841302254,3.804552599,1.89E-10,1.10E-09,1.09E-09,TRUE,1,1,41,1,1,1,Up,NA
Abca13,301,3,6.648657176,6.611907521,0,0,0,TRUE,96,1,204,1,1,1,Up,NA
Abca14,231,44,2.392317423,2.355567768,0,0,0,TRUE,189,1,41,35,1,8,Up,NA
Abca3,45,3,3.906890596,3.870140941,5.37E-11,3.21E-10,3.19E-10,TRUE,17,1,27,1,1,1,Up,NA
Abca4,97,3,5.014950341,4.978200687,0,0,0,TRUE,30,1,66,1,1,1,Up,NA
Abca6,34,3,3.502500341,3.465750686,5.08E-08,2.63E-07,2.62E-07,TRUE,32,1,1,1,1,1,Up,NA
Abca8a,38,3,3.662965013,3.626215358,4.29E-09,2.35E-08,2.34E-08,TRUE,18,1,19,1,1,1,Up,NA
Abca9,252,3,6.392317423,6.355567768,0,0,0,TRUE,187,1,54,1,11,1,Up,NA
Abcb10,123,17,2.855051664,2.818302009,0,0,0,TRUE,118,1,4,13,1,3,Up,NA
Abcb11,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,7,1,15,1,1,1,Up,NA
Abcb1b,191,3,5.992466327,5.955716673,0,0,0,TRUE,45,1,50,1,96,1,Up,NA
Abcb5,24,3,3,2.963250345,2.14E-05,9.43E-05,9.37E-05,TRUE,11,1,12,1,1,1,Up,NA
Abcb7,33,3,3.459431619,3.422681964,9.39E-08,4.80E-07,4.77E-07,TRUE,31,1,1,1,1,1,Up,NA
Abcb8,169,3,5.815916936,5.779167281,0,0,0,TRUE,138,1,30,1,1,1,Up,NA
Abcc1,141,13,3.439111634,3.402361979,0,0,0,TRUE,79,7,61,5,1,1,Up,NA
Abcc2,27,3,3.169925001,3.133175347,3.58E-06,1.67E-05,1.65E-05,TRUE,21,1,5,1,1,1,Up,NA
Abcc3,169,30,2.493988841,2.457239186,0,0,0,TRUE,55,1,113,6,1,23,Up,NA
Abcc5,158,3,5.718818247,5.682068593,0,0,0,TRUE,110,1,47,1,1,1,Up,NA
Abcc8,23,3,2.938599455,2.901849801,3.85E-05,0.000166641,0.000165194,TRUE,5,1,8,1,10,1,Up,NA
Abcd3,39,5,2.963474124,2.926724469,7.31E-08,3.76E-07,3.76E-07,TRUE,21,1,17,3,1,1,Up,NA
Abcd4,316,3,6.718818247,6.682068593,0,0,0,TRUE,10,1,305,1,1,1,Up,NA
Abce1,69,3,4.523561956,4.486812301,0,0,0,TRUE,33,1,27,1,9,1,Up,NA
Abcf1,46,3,3.938599455,3.901849801,2.86E-11,1.73E-10,1.72E-10,TRUE,22,1,23,1,1,1,Up,NA
Abcf3,115,3,5.26052755,5.223777895,0,0,0,TRUE,79,1,35,1,1,1,Up,NA
Abcg1,4532,4,10.14593215,10.10918249,0,0,0,TRUE,3526,1,997,2,9,1,Up,NA
Abcg2,206,3,6.101538026,6.064788372,0,0,0,TRUE,197,1,8,1,1,1,Up,NA
Abcg3,22,3,2.874469118,2.837719463,6.93E-05,0.000293487,0.000291672,TRUE,10,1,11,1,1,1,Up,NA
Abcg5,181,3,5.914883386,5.878133732,0,0,0,TRUE,5,1,175,1,1,1,Up,NA
Abcg8,30,3,3.321928095,3.28517844,5.86E-07,2.86E-06,2.85E-06,TRUE,1,1,28,1,1,1,Up,NA
Abhd14a,249,3,6.375039431,6.338289777,0,0,0,TRUE,215,1,33,1,1,1,Up,NA
Abhd15,327,3,6.768184325,6.73143467,0,0,0,TRUE,222,1,104,1,1,1,Up,NA
